FECHA_HORA,EE Planta / Hl,EE Elaboracion / Hl,EE Bodega / Hl,EE Cocina / Hl,EE Envasado / Hl,EE Linea 2 / Hl,EE Linea 3 / Hl,EE Linea 4 / Hl,EE Servicios / Hl,EE Sala Maq / Hl,EE Frio / Hl,EE Aire / Hl,EE CO2 / Hl,EE Caldera / Hl,EE Eflu / Hl,EE Agua / Hl,EE Resto Serv / Hl,EE Resto Planta / Hl,Agua Planta / Hl,Agua Elab / Hl,Agua Bodega / Hl,Agua Cocina / Hl,Agua Envas / Hl,Agua Linea 2/Hl,Agua Linea 3/Hl,Agua Linea 4/Hl,Agua Linea 5/Hl,Agua Servicios/Hl,Agua Planta de Agua/Hl,Produccion Agua / Hl,ET Planta / Hl,ET Elab/Hl,ET Bodega/Hl,ET Cocina/Hl,ET Envasado/Hl,ET Linea 2/Hl,ET Linea 3/Hl,ET Linea 4/Hl,ET Linea 5/Hl,ET Servicios / Hl,Aire Planta / Hl,Aire Elaboracion / Hl,Aire Cocina / Hl,Aire Bodega / Hl,Aire Envasado / Hl,Aire L2 / Hl,Aire L3 / Hl,Aire L4 / Hl,Aire L5 / Hl,Aire Servicios / Hl,CO 2 / Hl,CO 2 Filtro / Hl,CO 2 linea 3 / Hl,CO 2 Linea 4 / Hl,Hl de Mosto,Hl Cerveza Cocina,Hl Producido Bodega,Hl Cerveza Filtrada,Hl Cerveza Envasada,Hl Cerveza L2,Hl Cerveza L3,Hl Cerveza L4,Hl Cerveza L5,Planta (Kw),Elaboracion (Kw),Bodega (Kw),Cocina (Kw),Envasado (Kw),Linea 2 (Kw),Linea 3 (Kw),Linea 4 (Kw),Servicios (Kw),Sala Maq (Kw),Aire (Kw),Calderas (Kw),Efluentes (Kw),Frio (Kw),Pta Agua / Eflu (Kw),Prod Agua (Kw),Resto Serv (Kw),Restos Planta (Kw),KW Gral Planta,Agua Planta (Hl),Agua Elaboracion (Hl),Agua Bodega (Hl),Agua Cocina (Hl),Agua Dilucion (Hl),Agua Envasado (Hl),Agua Servicios (Hl),Planta de agua (Hl),Produccion (Hl),Red L1 y L2,FC L1 y L2,FC Lavadora L2,Red L3,FC Lavadora L3,Red Paste L4,FC Barriles,Conversion Kg/Mj,Gas Planta (Mj),Vapor Elaboracion (Kg),Vapor Cocina (Kg),Vapor Envasado (Kg),Vapor Servicio (Kg),ET Elaboracion (Mj),ET Envasado (Mj),ET Servicios (Mj),Tot_Vapor_L3_L4,VAPOR DE LINEA 1 Y 2 KG,VAPOR DE LINEA 4 KG,Vapor _Vapor_L5 (KG),Tot_Vapor_CIP_Bodega,Vapor L3,Aire Producido (M3),Aire Planta (M3),Aire Elaboracion (m3),Aire Envasado (M3),Aire Servicios (M3),Tot Aire Expulsion,Totalizador_Aire_Bodega,Totalizador_Aire_Cocina,Totalizador_Aire_L2,Totalizador_Aire_L3,Totaliador_Aire_L4,Totalizador_Aire_L5,Vapor_L5 (KG),EE Linea 5 / Hl,Unnamed: 21,Unnamed: 22,Unnamed: 35,Unnamed: 46,Aire Expulsion / Hl,CO 2 linea 2 / Hl,Agua Lavadora L3 / Hl,Agua Paste L3 / Hl,Unnamed: 65,Unnamed: 66,Unnamed: 67,Meta EE Planta,Meta Agua Planta,Meta ET Planta,Meta Aire Planta,Unnamed: 72,Meta Agua Elab,Meta Agua Bodega,Meta Agua Cocina,Meta Agua Envas,Meta Agua Linea 2,Meta Agua Linea 3,Meta Agua Linea 4,Meta Agua Linea 5,Meta Agua Servicios,Meta Agua Planta de Agua,Meta Produccion Agua,Unnamed: 84,Meta EE Elaboracion,Meta EE Bodega,Meta EE Cocina,Meta EE Envasado,Meta EE Linea 2,Meta EE Linea 3,Meta EE Linea 4,Meta EE Linea 5,Meta EE Servicios,Meta EE Sala Maq,Meta EE Frio,Meta EE Aire,Meta EE CO2,Meta EE Caldera,Meta EE Eflu,Meta EE Agua ,Meta EE Resto Serv,Meta EE Resto Planta,Unnamed: 103,Meta ET Elab,Meta ET Bodega,Meta ET Cocina,Meta ET Envasado,Meta ET Linea 2,Meta ET Linea 3,Meta ET Linea 4,Meta ET Linea 5,Meta ET Servicios,Unnamed: 113,Meta Aire Elaboracion,Meta Aire Cocina,Meta Aire Bodega,Meta Aire Envasado,Meta Aire L2,Meta Aire L3,Meta Aire L4,Meta Aire L5,Meta Aire Servicios,Unnamed: 123,Unnamed: 124,Cocimientos Diarios,Hl de Mosto Copia,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Agua Paste L3,Agua Lavadora L3,Agua Cond Evaporativos,Agua Calderas,Agua Efluentes,Agua CO2,Tot Vap Paste L3 / Hora,Tot Vap Lav L3 / Hora,Medicion Gas Planta (M3),mes_sin,mes_cos,dia_semana_sin,dia_semana_cos
2020-07-01 23:59:00,642.7272093023256,47.1453488372093,69.02325581395348,0.0,13.81395348837209,14.57878378378375,0.0,0.0,554.6046511627907,397.2093023255814,333.139534883721,99.18604651162791,39.46511627906977,9.093023255813954,17.23255813953488,4.372093023255814,52.11627906976744,27.1632558139535,239.0697674418605,30.37209302325581,23.6046511627907,0.0,25.3953488372093,3.932432432432432,0.0,15.66666666666667,0.0,183.3023255813953,76.67315175097276,23.32684824902724,3506.412337860424,924.646747110788,146.7311627906977,0.0,1721.222069147455,195.9459459459459,0.0,119.0758333333333,0.0,860.543521602181,741.1860465116279,567.606976744186,0.0,438.3625581395349,41.50976744186047,16.03986486486486,0.0,13.95083333333333,0.0,132.0693023255815,17.05372093023318,0.0,0.0,0.0,0.0,0.0,43.0,0.0,86.0,74.0,0.0,12.0,0.0,27637.27,2027.25,2968.0,98.0,594.0,1078.829999999998,617.0,0.0,23848.0,17080.0,4265.0,391.0,741.0,14325.0,970.0,188.0,2241.0,1168.02,29529.0,10280.0,1306.0,1015.0,291.0,0.0,1092.0,7882.0,11241.4,2398.0,20.2,8.9,0.0,59.8,1.0,18.8,0.5,5.864763184829998,150775.7305279982,6779.44,470.0,12619.87,6309.44,39759.81012576388,74012.54897334056,37003.37142889378,8817.27,1450.0,1428.91,923.69,6309.44,7388.360000000001,31871.0,26192.02,24407.1,1784.92,5678.980000000003,0.0,18849.59,5557.51,1186.95,308.1,167.41,122.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2020-07-02 23:59:00,7.767254221077013,0.7696089592827846,0.7988379770236207,0.3192294461644307,2.358592581753812,4.158962131837346,1.506837786661056,1.521822726398769,5.429388189192759,3.88521097355113,3.419545255013365,0.86566429099111,0.3844383139246469,0.1169160709633442,0.1220552389177769,-0.02341176512574902,0.5441807845082638,-0.7903355091523429,1.994282675650694,2.207600972159272,1.418024917826846,1.902648778809769,1.382464730675479,2.838709677419355,1.204334104775931,0.3664679869255912,0.0,-1.595783027184057,-80.01789549033646,180.0178954903365,67.0232367833091,17.41977683949649,2.050416665179639,10.57447540419677,44.05609354521418,0.0,12.04747317483694,5.435250913285907,0.0,5.547366398598433,7.291765554013012,4.585760935899586,2.375300997592019,3.268049721449959,1.90410455351694,4.014193548387096,1.547736166631601,0.5845798884829839,0.0,0.8019000645964861,0.7828751503385071,0.3904647855699424,0.3227435304018514,0.969236685252836,2907.0,3343.05,7005.025,13361.0,10667.0,713.0,4753.0,5201.0,0.0,54409.81,5391.129999999888,5595.879999999888,928.0,16522.0,2965.340000000028,7162.0,7915.0,38033.0,27216.0,6064.0,819.0,855.0,23954.0,-6907.0,-164.0,3812.0,-5536.319999999891,65592.0,13970.0,15464.3,9933.3,5531.0,3874.0,9684.199999999999,-11178.5,22107.77,25148.5,150.6,51.8,0.0,459.42,113.0,190.6,3.0,2.705482496706308,469499.4492479998,45103.22,30740.0,114069.87,14363.22,122025.9722550939,308614.036686564,38859.44030634198,85530.37999999999,0.0,28268.74,270.75,14363.22,57261.63999999998,51079.0,43136.07,32123.37,13338.3,5617.33,2325.6,22892.77,6905.000000000001,2862.12,7356.39,3040.4,79.39000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2020-07-03 23:59:00,8.801204569055036,0.8625933742002478,0.8357618999765518,0.2609235866639056,1.98546209761163,39.07666666666497,1.44896174863388,1.500923190546529,5.703346397347,4.205406491809868,3.787626034234415,1.001306401366697,0.1090677653837135,0.116571198874485,0.1199209459685794,0.1263524603892406,0.4425015911298697,0.2498026998961574,4.863832780625063,2.278993735972934,1.152138813519579,1.741561399875751,1.655619200750343,11.63636363636364,1.45455737704918,0.9800036927621861,0.0,0.9292198439017851,19.10468319559229,80.89531680440771,73.46266920604296,20.50427586986268,1.970632097276655,9.604472975771381,48.02180507880789,375.7575757575758,15.51219234972678,6.514115583456425,0.0,4.936588257372378,8.435735101999798,4.909044987103475,1.49968523503831,3.421063209727667,1.70899005125113,61.22909090909091,1.628852459016394,0.5818482274741507,0.0,1.817700063645194,0.6895427595216562,0.3660592015169072,0.3326775956284153,0.9603028064992615,4829.0,4902.5,7463.25,9493.0,10024.0,33.0,4575.0,5416.0,0.0,65685.59,6437.75,6237.5,1260.0,14818.0,1289.529999999944,6629.0,8129.0,42565.5,31386.0,7473.0,870.0,895.0,28268.0,1926.0,943.0,3302.5,1864.339999999997,68039.0,36300.0,17008.7,8598.7,8410.0,3074.0,12356.3,6934.999999999998,46955.43,29365.0,30.9,7.5,0.0,558.46,107.0,530.77,1.0,2.505078580722689,548270.2659520002,61087.31999999999,46380.0,143068.86,14707.32,153028.5368857527,358398.736754413,36842.9923118344,106248.73,1240.0,35280.45,299.6800000000001,14707.32,70968.28000000001,62958.0,45528.85000000001,36637.43000000001,12754.62,13565.94999999999,3863.2,25532.25000000001,7241.98,2020.56,7452.0,3151.29,130.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2020-07-04 23:59:00,5.175639255493933,0.4392254113218608,0.3710767260862523,0.258048032703117,1.442114113372878,4.348182492581601,1.355238095238095,1.536507339104253,3.058398833720294,2.165176677491265,1.87021281519249,0.6249469697554053,0.03910739492298081,0.07343242596977854,0.064330507624785,0.07798338514227533,0.3083853351125784,0.2359008970789008,3.09465223729781,1.482856768201908,0.5690473068349237,1.513400613183444,0.9970920142236758,3.186350148367953,1.150266666666667,0.3845502446368084,1.765273311897106,0.6147034548722261,19.86340977068794,80.13659022931206,49.0222337860125,17.83275336382882,1.275730274677384,8.1821665815023,27.52973530518319,0.0,11.59860761904761,5.595812946932632,13.01,3.65974511700049,5.35586186681888,2.945488765301636,0.9668536024527337,1.878641345849756,1.576918152156306,5.435459940652819,1.469716190476191,0.5735434700790366,7.565337620578779,0.8334549493609382,0.2757634426849117,0.3957396449704142,0.308952380952381,0.9700790365073391,7828.0,13705.6,12964.3,8450.0,12223.0,1348.0,5250.0,5314.0,311.0,67098.54,5694.25,4810.75,2020.0,18696.0,5861.349999999998,7115.0,8165.0,39650.0,28070.0,8102.0,952.0,834.0,24246.0,1956.0,1011.0,3998.0,3058.289999999994,69857.0,40120.0,19224.2,7377.3,11846.9,2251.0,12926.6,7969.200000000001,51124.18,32150.8,296.02,133.5,0.0,483.89,120.0,204.35,54.9,2.868745211777618,635538.9454720018,80588.95000000001,64050.0,124411.1,16538.95,231189.1644346859,356903.7474169864,47446.03362032945,90628.83999999997,0.0,29736.15000000001,4046.11,16538.95,60892.68999999996,69435.0,52367.43999999999,38186.19999999999,20443.64,10805.16000000001,6262.400000000001,24355.26999999999,7568.529999999999,7327.000000000001,7716.01,3047.81,2352.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2020-07-05 23:59:00,7.92466473415853,0.8023650307695329,0.7177873997850482,0.3015922572588198,1.664725740054271,5.125920217588396,2.704347826086956,1.471989814477992,5.094300971772847,3.756099888034258,3.354482418011051,0.8752971020796444,0.1360425862683418,0.0983278098771183,0.09136853566207111,0.1142667927567425,0.4245157271178783,0.3632729915618799,4.370873192482861,2.100825291349454,1.039962509716325,1.47536684358414,1.355677841727023,3.811876699909338,3.245652173913043,0.5365951255001818,1.177718832891247,0.9143700594063849,20.91961992809451,79.0803800719055,62.15057634890637,25.15663399892366,1.363220797005267,10.28566968467062,33.07870949579147,0.543970988213962,24.77810869565218,5.760076391415059,13.3084350132626,3.91523285419124,7.456637828706445,3.886420154956098,1.090081173899469,2.52735696306253,2.081055340260804,6.991350861287398,3.347826086956522,0.5676755183703165,8.189734748010611,1.489162333489542,0.5414483708844171,0.4206607724523034,0.3021739130434782,0.9672608221171335,6406.0,9459.95,8908.975,12894.0,8358.0,1103.0,1380.0,5498.0,377.0,70600.64,7148.25,6394.75,1932.0,14831.0,5653.89,3732.0,8093.0,45385.0,33463.0,7798.0,876.0,814.0,29885.0,1940.0,1018.0,3782.0,3236.389999999999,73431.0,38940.0,18716.2,9265.0,9451.2,4446.0,12077.7,8146.099999999999,49146.08,30793.9,286.04,134.41,0.0,409.9,38.0,295.02,44.4,2.872046012496472,553697.9309279982,78034.9,65890.0,102608.87,12144.9,224119.8233805609,294697.3959302689,34880.7116171684,65862.69,60.0,31668.89999999999,5017.28,12144.9,34193.79000000001,66431.0,48039.29000000001,34624.02,18540.07,13266.90999999999,5124.8,22516.16,6983.060000000001,7711.460000000001,4620.0,3121.08,3087.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2020-07-06 23:59:00,7.052766190885285,0.6850009833045243,0.627063645679153,0.2871687136393019,1.868485607526938,4.262116564417158,1.837733773377338,1.507763401109057,4.185409830975128,2.918861850889632,2.530611822425554,0.8153147092006252,0.1727510790473332,0.09336217693271093,0.09098154492666619,0.1008145901690249,0.3815739082732138,0.3138697690786954,3.751047995611357,1.561259871859895,0.5916077546499955,1.513914027149321,1.505718692101477,3.882822085889571,1.611056105610561,0.6050277264325323,0.0,0.684069431649985,18.23675496688742,81.76324503311258,68.32649523852896,24.54961832309814,1.245847867264239,11.87297996121526,40.32109645564882,118.4815950920245,15.52401265126514,6.098127541589648,0.0,3.455780459781996,6.891515634541935,3.464463374494116,1.143375888817065,2.219743719789263,2.031149017213004,6.216388036809815,1.90504400440044,0.5789094269870609,0.0,1.395903242834815,0.3957428089387556,0.4866745632217945,0.3938393839383938,0.965988909426987,6188.0,8972.6,9661.3,6754.0,10350.0,1304.0,3636.0,5410.0,0.0,68138.89,6618.0,6058.25,1777.0,18052.0,5557.799999999975,6682.0,8157.0,40436.5,28200.0,7877.0,902.0,879.0,24449.0,1952.0,974.0,3686.5,3032.389999999999,70868.0,36240.0,15083.8,5715.700000000001,9368.099999999999,2203.0,14547.2,6609.0,49278.82000000001,29631.0,350.61,155.71,0.0,487.78,98.0,327.32,35.3,2.77383824348518,660122.7684479998,85506.51,73470.0,140438.6900000001,12036.50999999999,237181.227504948,389554.20918696,33387.33175609179,89436.18000000005,15450.0,32990.87,2561.639999999999,12036.50999999999,56445.31000000006,66581.0,48144.36,33471.22,19623.54,13486.24,4950.400000000001,21445.61,7075.209999999999,8106.169999999998,6926.739999999998,3131.9,1458.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2020-07-07 23:59:00,6.531602799034882,0.5858131504553489,0.5507770548489475,0.293204238217026,1.904037217724653,2.431646555079777,1.560583941605839,1.497894929525901,3.765790322813675,2.677961693868804,2.35355875228156,0.6987955288644453,0.08986577924610992,0.08668724686119927,0.08158233121270643,0.09121424753061745,0.364086436817037,0.2759621080412055,3.372133902900652,1.538486729627293,0.6340305235428115,1.715418341249543,1.211136421646769,1.699104710003893,1.264796663190824,0.3735127219476478,0.0,0.6225107516265898,18.46043987432162,81.53956012567838,64.18080551253836,23.53823427062559,1.576223614569236,11.76835951772013,35.8744149244426,12.06695212144803,12.37737851929093,5.523099029837086,0.0,4.76815631747016,5.816040030244217,3.1455613721628,1.304408111070515,2.036009882346143,1.608687025327124,2.340735694822888,1.548525547445256,0.5712319238513636,0.0,1.061791632754294,0.3132684463237385,0.3502204902061327,0.3099061522419186,0.9732747574592715,5474.0,7937.3,10382.15,9751.0,12827.0,2569.0,4795.0,5463.0,0.0,67812.08,6082.0,5718.25,1605.0,19768.0,6246.899999999949,7483.0,8183.0,39097.0,27803.0,7255.0,900.0,847.0,24435.0,1898.0,947.0,3780.0,2865.080000000002,70698.0,35010.0,15972.8,6582.6,9390.2,2155.0,12574.2,6462.999999999998,45986.92,28547.0,346.82,89.68,0.0,486.47,120.0,204.05,10.4,3.02505068024453,666334.7499520001,80784.59,64420.0,123123.08,16364.59,244377.4789327754,372453.5569078018,49503.71411142282,89522.22000000003,3100.0,30172.69,328.1700000000001,16364.59,59349.53000000003,60383.0,44980.12,32657.69000000001,16701.63,11023.68,4379.2,21138.16,7140.330000000002,6013.349999999999,7425.18,3120.639999999999,142.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2020-07-08 23:59:00,6.895979003621702,0.6955697814460047,0.6569785762694305,0.2592708496322954,1.700085038785456,2.370988970588256,1.806339772164438,1.431909328683522,4.236097021915833,3.178723900215402,2.883634997992739,0.6336900357853569,0.1329540402056471,0.0766644075991004,0.07778674689953768,0.08702446268005991,0.3443423307533918,0.2642271614744084,3.428314893874186,1.612741141073734,0.7665318420609603,1.533656704741042,1.172861835715427,1.669779411764706,1.385958395245171,0.5813251961639058,0.0,0.6427119170850255,18.74716696046335,81.25283303953665,50.9331518122758,17.65184254946564,1.035615279354569,9.311531841652323,30.32010511083097,2.683823529411764,13.69078008915303,5.805701830863123,0.0,2.961204151979181,5.324809310236166,3.079066213702035,1.161409795024253,1.996840183200306,1.368004696558303,1.916860294117647,1.81455671124319,0.5504585876198781,0.0,0.877738399975827,0.3575712577538537,0.4704100400302932,0.3452204061416543,0.9714036617262424,6391.0,10672.9,11582.95,9243.0,12493.0,2720.0,4038.0,5735.0,0.0,79875.78,8056.75,7609.75,1657.0,19692.0,6449.090000000056,7294.0,8212.0,49066.5,36819.0,7340.0,888.0,901.0,33401.0,2037.0,1008.0,3988.5,3060.529999999999,82741.0,39710.0,18680.3,8878.7,9801.6,3096.0,13585.2,7444.499999999996,51427.17,32265.5,369.9,84.28,0.0,464.65,95.0,333.39,11.3,2.859366997583025,589956.1507839999,71505.48000000001,59510.0,122823.08,11995.48000000001,204460.4096583331,351196.2614934996,34299.47963216725,88579.06999999995,730.0,33295.70000000001,218.3100000000013,11995.48000000001,55283.36999999994,61677.0,46397.39999999999,35664.66999999999,15845.53,10166.80000000001,5112.8,23129.29999999999,7422.57,5213.860000000001,7327.18,3156.880000000001,147.6099999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2020-07-09 23:59:00,5.749735695794386,0.5745903672355795,0.508243035855462,0.194118878191712,1.363685687268443,4.683727506426735,1.542133665421337,1.48589001447178,3.636856872684432,2.655520935063325,2.396642328977352,0.5448077012509883,0.1974143142817281,0.06789750267404548,0.0668123827682959,0.08014385589607652,0.2831387868359454,0.1746027686059312,3.095692073974174,1.699646560944984,0.7307740005270582,1.308099623273336,0.8413632206358803,2.49961439588689,1.252947281029473,0.501212011577424,0.0,0.5546822923933095,17.91787681522283,82.08212318477717,47.11165527042738,17.53970348987279,0.8980312824567116,7.116994558392633,27.01882974324637,0.1285347043701799,12.13881693648818,5.772134587554267,0.0,2.553122037308228,4.545567285185014,3.005174471779133,0.7691963164503979,1.842914942101103,1.024543862096762,3.158586118251925,1.560251141552512,0.5667619392185241,0.0,0.5158489513091186,0.2981762234726936,0.4684130660490376,0.3304275633042756,0.986794500723589,9556.0,14679.6,12901.8,12521.0,11124.0,778.0,4818.0,5528.0,0.0,74181.94,7413.25,6557.25,1855.0,17594.0,3643.94,7430.0,8214.0,46922.0,34261.0,7029.0,876.0,862.0,30921.0,2002.0,1034.0,3653.0,2252.690000000002,76628.0,39940.0,21928.5,9428.3,12500.2,4337.0,10855.1,7156.4,48602.25,32783.6,160.27,34.2,0.0,483.67,120.0,277.07,10.3,2.843021270176406,607825.153968,79596.22,68010.0,122613.06,11586.22,226293.7464856407,348591.537581416,32939.86990094329,90393.18000000005,10.0,31908.35999999999,301.5199999999986,11586.22,58484.82000000007,58646.0,44345.82000000001,38772.16000000002,13218.46,6655.379999999986,7644.8,23776.92000000001,7350.440000000002,2457.379999999997,7517.290000000001,3133.060000000001,110.7300000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2020-07-10 23:59:00,5.984851637346085,0.4980131803975512,0.4649401869034593,0.2258758451137062,1.428149975267345,53.19041666666764,1.412304866850321,1.432624113475177,3.901637235177598,2.749738809860232,2.45960148262836,0.6123051055740526,0.3273139450025619,0.07595032174632503,0.05013076143302996,0.07612777576909682,0.3002078430241714,0.1570512465035911,3.046885570991591,1.622586348018393,0.7191856634895001,1.564505224339275,0.7935211536286019,41.34583333333334,1.152139577594123,0.2879605604566684,0.0,0.6307780693445959,20.70238788584741,79.29761211415259,49.66689247785706,16.8440558832065,0.8863296075382463,8.858328211432083,30.33520347194838,1037.5,11.03593204775022,5.099167964020067,0.0,2.487633122702196,5.158943350021405,3.156193699938557,1.082252612169638,2.069314428564775,1.077692476614887,56.17041666666682,1.391652892561984,0.5402214149801067,0.0,0.9250571734679601,0.3246627819023517,0.3924029996739485,0.3120293847566575,0.9754367756443522,6508.0,11291.05,11270.525,12268.0,11250.0,24.0,5445.0,5781.0,0.0,67452.42,5612.870000000112,5240.120000000112,1470.0,16096.0,1276.570000000023,7690.0,8282.0,43973.5,30991.0,6901.0,856.0,565.0,27721.0,1538.0,858.0,3383.5,1770.049999999886,69882.0,34340.0,18287.4,8105.599999999999,10181.8,3827.0,8943.4,7109.200000000003,41454.66,27230.8,91.94,7.29,0.0,445.34,182.0,166.47,1.3,2.806668198314532,559771.953344,67639.4,57650.0,121814.78,9989.399999999994,189841.3529330759,341893.669110681,28036.93130024317,89568.93999999994,2490.0,29478.29000000001,277.5500000000011,9989.399999999994,60090.64999999994,58144.0,42511.72000000002,35571.96000000001,12146.16,10425.87999999998,5206.400000000001,23322.26000000001,7043.300000000003,1348.090000000004,7577.550000000003,3123.019999999997,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
